t_setid;t_setname;t_item1;t_item2;t_item3;t_item4;t_item5;t_item6;t_item7;t_item8;t_item9;t_item10;t_item11;t_item12;t_item13;t_item14;seteffect1_count;t_seteffect1_effect1;t_seteffect1_effect2;t_seteffect1_effect3;t_seteffect1_effect4;t_seteffect1_skill;seteffect2_count;t_seteffect2_effect1;t_seteffect2_effect2;t_seteffect2_effect3;t_seteffect2_effect4;t_seteffect2_skill;seteffect3_count;t_seteffect3_effect1;t_seteffect3_effect2;t_seteffect3_effect3;t_seteffect3_effect4;t_seteffect3_skill;seteffect4_count;t_seteffect4_effect1;t_seteffect4_effect2;t_seteffect4_effect3;t_seteffect4_effect4;t_seteffect4_skill;seteffect5_count;t_seteffect5_effect1;t_seteffect5_effect2;t_seteffect5_effect3;t_seteffect5_effect4;t_seteffect5_skill;seteffect6_count;t_seteffect6_effect1;t_seteffect6_effect2;t_seteffect6_effect3;t_seteffect6_effect4;t_seteffect6_skill;seteffect7_count;t_seteffect7_effect1;t_seteffect7_effect2;t_seteffect7_effect3;t_seteffect7_effect4;t_seteffect7_skill;seteffect8_count;t_seteffect8_effect1;t_seteffect8_effect2;t_seteffect8_effect3;t_seteffect8_effect4;t_seteffect8_skill
setgd4013;축복받은 선도자의  수호 치명피해 세트;AR0_110_3_93553;WE0_009_0_3353;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(무기극대력+,104);(마법방어력+,119);(최대HP+,275);*;setgd4012;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr4011;축복받은 선도자의 광폭 치명타 세트;AR1_107_4_93553;AR1_107_5_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(무기극대화확률+,8);(마법방어력+,128);(최대HP+,230);*;setwr4010;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr4012;축복받은 선도자의 광폭 공격 세트;AR1_107_1_93553;AR1_107_2_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,473);(마법방어력+,140);(최대HP+,260);*;setwr4011;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr4013;축복받은 선도자의 광폭 치명피해 세트;AR1_107_3_93553;WE1_029_0_3353;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(무기극대력+,110);(마법방어력+,119);(최대HP+,170);*;setwr4012;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf4011;축복받은 선도자의 그림자 치명타피해 세트;AR3_107_4_93553;AR3_107_5_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(무기극대화확률+,8);(마법방어력+,94);(최대HP+,125);*;settf4010;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf4012;축복받은 선도자의 그림자 공격 세트;AR3_107_1_93553;AR3_107_2_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(무기물리공격력+,312);(마법방어력+,102);(최대HP+,135);*;settf4011;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf4013;축복받은 선도자의 그림자 치명피해 세트;AR3_107_3_93553;WE4_008_0_3353;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(무기극대력+,117);(마법방어력+,95);(최대HP+,85);*;settf4012;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz4011;축복받은 선도자의 원소 치명타 세트;AR4_107_4_93553;AR4_107_5_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(마법극대화확률+,8);(마법방어력+,94);(최대HP+,123);*;setwz4010;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz4012;축복받은 선도자의 원소 공격력 세트;AR4_107_1_93553;AR4_107_2_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(마법물리공격력+,416);(마법방어력+,102);(최대HP+,133);*;setwz4011;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz4013;축복받은 선도자의 원소 치명피해 세트;AR4_107_3_93553;WE6_018_0_3353;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(마법극대력+,116);(마법방어력+,95);(최대HP+,83);*;setwz4012;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr4011;축복받은 선도자의 신념 세트치명;AR5_130_4_93553;AR5_130_5_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(마법극대화확률+,8);(마법방어력+,61);(최대HP+,125);*;setpr4010;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr4012;축복받은 선도자의 신념 공격 세트;AR5_130_1_93553;AR5_130_2_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(마법물리공격력+,347);(마법방어력+,65);(최대HP+,135);*;setpr4011;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr4013;축복받은 선도자의 신념 치명피해 세트;AR5_130_3_93553;WE5_018_0_3353;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(마법극대력+,108);(마법방어력+,54);(최대HP+,85);*;setpr4012;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac4011;축복받은 선도자의 냉정 치명타 세트;ar2_107_4_93553;ar2_107_5_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(마법극대화확률+,8);(마법방어력+,94);(최대HP+,177);*;setac4010;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac4012;축복받은 선도자의 냉정 공격력 세트;ar2_107_1_93553;ar2_107_2_93553;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(마법물리공격력+,416);(마법방어력+,102);(최대HP+,197);*;setac4011;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac4013;축복받은 선도자의 냉정 치명피해 세트;ar2_107_3_93553;WE7_018_0_3353;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(마법극대력+,116);(마법방어력+,95);(최대HP+,127);*;setac4012;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd4021;카라샤의 수호 세트;AR0_002_4_92105;AR0_002_5_92105;AR0_002_1_92105;AR0_002_2_92105;AR0_002_3_92105;*;*;*;*;*;*;*;*;*;2.000000;(VTL+,115);*;*;*;*;3.000000;(무기극대화확률+,8);(마법방어력+,585);*;*;*;4.000000;(무기물리공격력+,383);(무기물리방어력+,643);(치명타피해감소+,342);*;*;5.000000;(STR+,65);(쿨타임%,-12);(allstat+,10);(PK육체계저항율+,18);setskillgd_le4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr4021;카라샤의 광폭 세트;AR1_002_4_92105;AR1_002_5_92105;AR1_002_1_92105;AR1_002_2_92105;AR1_002_3_92105;*;*;*;*;*;*;*;*;*;2.000000;(STR+,96);*;*;*;*;3.000000;(무기물리공격력+,514);(마법방어력+,547);*;*;*;4.000000;(최대HP+,2698);(무기물리방어력+,546);(치명타피해감소+,292);*;*;5.000000;(쿨타임%,-14);(무기극대력+,553);(allstat+,10);(PK육체계저항율+,18);setskillwr_le4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf4021;카라샤의 그림자 세트;AR3_002_4_92105;AR3_002_5_92105;AR3_002_1_92105;AR3_002_2_92105;AR3_002_3_92105;*;*;*;*;*;*;*;*;*;2.000000;(STR+,71);*;*;*;*;3.000000;(무기물리공격력+,236);(마법방어력+,626);*;*;*;4.000000;(무기극대력+,353);(배후공격극대화확률+,12);(치명타피해감소+,220);*;*;5.000000;(최대HP+,1894);(쿨타임%,-12);(allstat+,10);(PK육체계저항율+,18);setskilltf_le4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz4021;카라샤의 원소 세트;AR4_022_4_92105;AR4_022_5_92105;AR4_022_1_92105;AR4_022_2_92105;AR4_022_3_92105;*;*;*;*;*;*;*;*;*;2.000000;(INT+,70);*;*;*;*;3.000000;(캐스팅속도%,-15);(마법방어력+,659);*;*;*;4.000000;(최대HP+,1859);(마법물리공격력+,560);(치명타피해감소+,193);*;*;5.000000;(마법극대화확률+,9);(마법극대력+,603);(allstat+,10);(PK육체계저항율+,18);setskillwz_le4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr4021;카라샤의 신념 세트;AR5_022_5_92105;AR5_022_4_92105;AR5_022_1_92105;AR5_022_2_92105;AR5_022_3_92105;*;*;*;*;*;*;*;*;*;2.000000;(INT+,55);*;*;*;*;3.000000;(최대HP+,1894);(마법방어력+,659);*;*;*;4.000000;(쿨타임%,-15);(마법물리공격력+,490);(치명타피해감소+,194);*;*;5.000000;(최대MP+,5694);(캐스팅속도%,-15);(allstat+,10);(PK육체계저항율+,18);setskillpr_le4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac4021;카라샤의 냉정 세트;AR2_002_1_92105;AR2_002_2_92105;AR2_002_3_92105;AR2_002_4_92105;AR2_002_5_92105;*;*;*;*;*;*;*;*;*;2.000000;(INT+,70);*;*;*;*;3.000000;(쿨타임%,-15);(마법방어력+,626);*;*;*;4.000000;(최대HP+,2206);(마법물리공격력+,560);(치명타피해감소+,193);*;*;5.000000;(마법극대화확률+,9);(마법극대력+,603);(allstat+,10);(PK육체계저항율+,18);setskillac_le4001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4021;카라샤의 장신구 세트;AC0_1_30021;AC0_0_30014;AC0_0_30014_1;*;*;*;*;*;*;*;*;*;*;*;2.000000;(최대HP+,1500);(무기물리방어력%,7);(쿨타임%,-10);*;*;3.000000;(모든공격력+,384);(allstat+,50);(무기극대화확률+,13);(마법극대화확률+,13);*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4005;강화의 신공 세트;AC0_1_45005;AC0_0_50011;AC0_0_50012;*;*;*;*;*;*;*;*;*;*;*;3.000000;(강화성공확률%,10);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4006;상인의 신공 세트;AC0_1_45006;AC0_0_50013;AC0_0_50014;*;*;*;*;*;*;*;*;*;*;*;3.000000;(판매대행등록비감소%,10);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4007;조련사의 신공 세트;AC0_1_45007;AC0_0_50015;AC0_0_50016;*;*;*;*;*;*;*;*;*;*;*;3.000000;(길들이기확률%,10);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd4014; 수호 재물복의 세트;WE0_045_3_4502;AR0_110_3_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(드랍Money변화율*,100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd4015;수호 풍요의 세트;AR0_110_1_93451;AR0_110_2_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(펠로우경험치%,100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd4016;수호 길들이기 고수의 세트;AR0_110_4_93451;AR0_110_5_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(길들이기포인트감소%,-100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr4014; 광폭 재물복의 세트;WE1_045_3_4502;AR1_107_3_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(Money추가획득율%,100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr4015;광폭 풍요의 세트;AR1_107_1_93451;AR1_107_2_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(펠로우경험치%,100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr4016;광폭 길들이기 고수의 세트;AR1_107_4_93451;AR1_107_5_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(길들이기포인트감소%,-100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf4014; 그림자 재물복의 세트;WE4_045_3_4502;AR3_107_3_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(Money추가획득율%,100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf4015;그림자 풍요의 세트;AR3_107_1_93451;AR3_107_2_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(펠로우경험치%,100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf4016;그림자 길들이기 고수의 세트;AR3_107_4_93451;AR3_107_5_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(길들이기포인트감소%,-100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz4014; 원소 재물복의 세트;WE6_045_3_4502;AR4_107_3_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(Money추가획득율%,100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz4015;원소 풍요의 세트;AR4_107_1_93451;AR4_107_2_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(펠로우경험치%,100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz4016;원소 길들이기 고수의 세트;AR4_107_4_93451;AR4_107_5_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(길들이기포인트감소%,-100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr4014; 신념 재물복의 세트;WE5_045_3_4502;AR5_130_3_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(Money추가획득율%,100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr4015;신념 풍요의 세트;AR5_130_1_93451;AR5_130_2_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(펠로우경험치%,100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr4016;신념 길들이기 고수의 세트;AR5_130_4_93451;AR5_130_5_93451;*;*;*;*;*;*;*;*;*;*;*;*;2.000000;(길들이기포인트감소%,-100);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd5001;암흑 군단장의 수호 세트;AR0_110_1_93501;AR0_110_3_93501;AR0_110_2_93501;AR0_110_4_93501;AR0_110_5_93501;*;*;*;*;*;*;*;*;*;2.000000;(VTL+,70);*;*;*;*;3.000000;(무기극대화확률+,8);*;*;*;*;4.000000;(무기물리공격력+,340);(쿨타임%,-12);*;*;*;5.000000;(STR+,58);(무기물리방어력+,593);*;*;setskillgd5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr5001;암흑 군단장의 광폭 세트;AR1_107_1_93501;AR1_107_3_93501;AR1_107_2_93501;AR1_107_4_93501;AR1_107_5_93501;*;*;*;*;*;*;*;*;*;2.000000;(STR+,91);*;*;*;*;3.000000;(무기극대력+,510);*;*;*;*;4.000000;(최대HP+,2490);(무기물리공격력+,425);*;*;*;5.000000;(쿨타임%,-15);(무기물리방어력+,540);*;*;setskillwr5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf5001;암흑 군단장의 그림자 세트;AR3_107_1_93501;AR3_107_3_93501;AR3_107_2_93501;AR3_107_4_93501;AR3_107_5_93501;*;*;*;*;*;*;*;*;*;2.000000;(STR+,61);*;*;*;*;3.000000;(무기물리공격력+,156);*;*;*;*;4.000000;(최대HP+,1748);(회피력+,22);*;*;*;5.000000;(DEX+,73);(배후공격극대화확률+,11);*;*;setskilltf5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz5001;암흑 군단장의 원소 세트;AR4_107_1_93501;AR4_107_3_93501;AR4_107_2_93501;AR4_107_4_93501;AR4_107_5_93501;*;*;*;*;*;*;*;*;*;2.000000;(INT+,60);*;*;*;*;3.000000;(마법극대력+,557);*;*;*;*;4.000000;(최대HP+,1716);(마법물리공격력+,462);*;*;*;5.000000;(최대MP+,4898);(캐스팅속도%,-15);*;*;setskillwz5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr5001;암흑 군단장의 신념 세트;AR5_130_1_93501;AR5_130_3_93501;AR5_130_2_93501;AR5_130_4_93501;AR5_130_5_93501;*;*;*;*;*;*;*;*;*;2.000000;(INT+,42);*;*;*;*;3.000000;(최대HP+,1748);*;*;*;*;4.000000;(쿨타임%,-14);(마법방어력+,608);*;*;*;5.000000;(최대MP+,5599);(캐스팅속도%,-15);*;*;setskillpr5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac5001;암흑 군단장의 냉정 세트;ar2_107_1_93501;ar2_107_3_93501;ar2_107_2_93501;ar2_107_4_93501;ar2_107_5_93501;*;*;*;*;*;*;*;*;*;2.000000;(INT+,60);*;*;*;*;3.000000;(마법극대력+,557);*;*;*;*;4.000000;(최대HP+,1716);(마법물리공격력+,462);*;*;*;5.000000;(무기물리방어력+,432);(쿨타임%,-13);*;*;setskillac5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setgd5002;축복받은 암흑 군단장의 수호 세트;AR0_110_1_93502;AR0_110_3_93502;AR0_110_2_93502;AR0_110_4_93502;AR0_110_5_93502;*;*;*;*;*;*;*;*;*;2.000000;(VTL+,105);*;*;*;*;3.000000;(무기극대화확률+,9);*;*;*;*;4.000000;(무기물리공격력+,476);(쿨타임%,-13);*;*;*;5.000000;(STR+,81);(무기물리방어력+,830);*;*;setskillgd5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwr5002;축복받은 암흑 군단장의 광폭 세트;AR1_107_1_93502;AR1_107_3_93502;AR1_107_2_93502;AR1_107_4_93502;AR1_107_5_93502;*;*;*;*;*;*;*;*;*;2.000000;(STR+,118);*;*;*;*;3.000000;(무기극대력+,612);*;*;*;*;4.000000;(최대HP+,2739);(무기물리공격력+,595);*;*;*;5.000000;(쿨타임%,-15);(무기물리방어력+,648);*;*;setskillwr5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
settf5002;축복받은 암흑 군단장의 그림자 세트;AR3_107_1_93502;AR3_107_3_93502;AR3_107_2_93502;AR3_107_4_93502;AR3_107_5_93502;*;*;*;*;*;*;*;*;*;2.000000;(STR+,85);*;*;*;*;3.000000;(무기물리공격력+,218);*;*;*;*;4.000000;(최대HP+,2447);(회피력+,25);*;*;*;5.000000;(DEX+,102);(배후공격극대화확률+,12);*;*;setskilltf5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setwz5002;축복받은 암흑 군단장의 원소 세트;AR4_107_1_93502;AR4_107_3_93502;AR4_107_2_93502;AR4_107_4_93502;AR4_107_5_93502;*;*;*;*;*;*;*;*;*;2.000000;(INT+,84);*;*;*;*;3.000000;(마법극대력+,668);*;*;*;*;4.000000;(최대HP+,2231);(마법물리공격력+,647);*;*;*;5.000000;(최대MP+,5878);(캐스팅속도%,-16);*;*;setskillwz5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setpr5002;축복받은 암흑 군단장의 신념 세트;AR5_130_1_93502;AR5_130_3_93502;AR5_130_2_93502;AR5_130_4_93502;AR5_130_5_93502;*;*;*;*;*;*;*;*;*;2.000000;(INT+,59);*;*;*;*;3.000000;(최대HP+,2447);*;*;*;*;4.000000;(쿨타임%,-15);(마법방어력+,851);*;*;*;5.000000;(최대MP+,7839);(캐스팅속도%,-16);*;*;setskillpr5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setac5002;축복받은 암흑 군단장의 냉정 세트;ar2_107_1_93502;ar2_107_3_93502;ar2_107_2_93502;ar2_107_4_93502;ar2_107_5_93502;*;*;*;*;*;*;*;*;*;2.000000;(INT+,84);*;*;*;*;3.000000;(마법극대력+,668);*;*;*;*;4.000000;(최대HP+,2231);(마법물리공격력+,647);*;*;*;5.000000;(무기물리방어력+,518);(쿨타임%,-14);*;*;setskillac5001;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4008;대장장이의 신공 세트;AC0_1_45008;AC0_0_50017;AC0_0_50018;*;*;*;*;*;*;*;*;*;*;*;3.000000;(제작대성공확률%,5);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4009;라자트 세트;AC0_1_45300;AC0_0_45300;AC0_0_45301;*;*;*;*;*;*;*;*;*;*;*;2.000000;(판매대행등록비감소%,10);*;*;*;*;3.000000;(판매대행등록비감소%,10);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4010;카심 세트;AC0_1_45310;AC0_0_45310;AC0_0_45311;*;*;*;*;*;*;*;*;*;*;*;2.000000;(캐스팅속도%,-20);*;*;*;*;3.000000;(제작대성공확률%,20);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
setall4011;제논 세트;AC0_1_45320;AC0_0_45320;AC0_0_45321;*;*;*;*;*;*;*;*;*;*;*;2.000000;(캐스팅속도%,-20);*;*;*;*;3.000000;(강화성공확률%,20);*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*;0.000000;*;*;*;*;*
