t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_사용가능성별;등급;t_장착파츠;t_스타일타입;매입가;처분가;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;t_영혼석슬롯1;t_영혼석슬롯2;t_영혼석슬롯3;드랍불가;중첩갯수;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;캐쉬;t_스킬효과;사용기간;contentslevel;통합채널사용불가;생성개수;t_화폐설정id
CA_ST_CM_0409;나무 정령 무기 코스튬(1일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;6.000000;1.000000;(모든공격력%,5);(모든극대화확률+,5);(모든극대력+,200);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_stlyeatt.1;86400.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0410;이벤트 악마의 복면(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st1;ck;1.000000;1.000000;(모든공격력%,30);(모든극대화확률+,10);(쿨타임%,-10);(최대HP%,15);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;1209600.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0123;바인데르의 라비니 (3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(펠로우경험치%,50);(펠로우위탁경험치%,50);(길들이기확률%,5);(길들이기포인트감소%,-5);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;259200.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0124;크림쿠키 라비니 (3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st1;ck;1.000000;1.000000;(최대HP+,500);(모든공격력+,50);(allstat+,5);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;259200.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0125;포키포키 라비니 (3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st1;ck;1.000000;1.000000;(최대HP+,500);(모든공격력+,50);(allstat+,5);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;259200.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0126;토르토르 햇(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(펠로우경험치%,50);(펠로우위탁경험치%,50);(펫포획확률%,5);(길들이기포인트감소%,-5);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;259200.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0127;노이르의 왕관 (3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st5;ck;1.000000;1.000000;(모든공격력%,20);(쿨타임%,-7);(allstatderest+,30);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;259200.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0411;하얀 해골 의상(7일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;604800.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0412;파란 해골 의상(7일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;604800.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0413;쿵후복(7일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;604800.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0414;라비니 의상(7일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;604800.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0415;정복자의 위키드 코스튬(1일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;86400.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0416;정복자의 위키드 무기 코스튬(1일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;1.000000;1.000000;(모든공격력%,5);(모든극대화확률+,5);(모든극대력+,200);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_stlyeatt.1;86400.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0417;정복자의 각성 모모(1일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st2;ck;1.000000;1.000000;(최대HP+,2000);(캐스팅속도%,-5);*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_style09.1;86400.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0418;다크니스 코스튬(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0419;다크니스 무기 코스튬(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;1.000000;1.000000;(모든공격력%,5);(모든극대화확률+,5);(모든극대력+,200);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_stlyeatt.1;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0420;다크니스 날개(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,200);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;1209600.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0128;산소통(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,200);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;259200.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0129;고양이 바캉스 차차(3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st2;ck;1.000000;1.000000;(최대HP+,2000);(캐스팅속도%,-5);*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;cash_style04.1;259200.000000;1.000000;0.000000;0.000000;*
tr1_1;변신 코스튬;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
tr2_1;변신 무기 코스튬;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
tr3_1_1;변신 보조 무기 코스튬(가디언 방패);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0130;이카루스 영원의 반지;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st5;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;0.000000;1.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;foreverring.1;0.000000;1.000000;0.000000;0.000000;EX_1_0005
CA_ST_CM_0421;(외형) 화이트 블루밍;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;0.000000;1.000000;0.000000;req;equip;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0422;(외형) 레드 블루밍;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;0.000000;1.000000;0.000000;req;equip;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0423;(외형) 블루 블루밍;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;0.000000;1.000000;0.000000;req;equip;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0424;(2017년 여름 판매용)블루 블루밍(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든공격력%,30);(모든극대화확률+,10);(쿨타임%,-10);(몬스터드랍율%,20);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0425;(2017년 여름 판매용)고양이 썸머 차차(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st2;ck;1.000000;1.000000;(최대HP+,2000);(캐스팅속도%,-5);*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_style04.1;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0426;(2017년 여름 판매용)산소통(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,200);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;1209600.000000;1.000000;0.000000;0.000000;*
tr3_2_1;변신 보조 무기 코스튬(레인저 투갑);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
tr3_3_1;변신 보조 무기 코스튬(아이돌 곰인형);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0427;나무 정령 무기 코스튬(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st3;ck;6.000000;1.000000;(모든공격력%,5);(모든극대화확률+,5);(모든극대력+,200);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;cash_stlyeatt.1;1209600.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0428;백색의 위키드 코스튬(14일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;1209600.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0131;승리의 새 포요 어깨 코스튬;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st2;ck;1.000000;1.000000;(최대HP+,500);(캐스팅속도%,-3);*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0429;(외형) 바니걸 & 바니보이;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0430; 바니걸 & 바니보이 (30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0431;(외형) 성직자;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0432;성직자(30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0132;어깨 펫 티샤난;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st1;ck;1.000000;1.000000;(모든낚시확률증가%,10);(월척확률증가%,5);(낚시시간감소,-5);(쿨타임%,-5);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;43200.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0133;트릭스터 코스튬(업적보상);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
CA_ST_CM_0433;화이트 펜타그램(1일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,1000);(모든극대력+,200);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;86400.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0134;(외형) 전통복 나린;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0135;전통복 나린 (30일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;2592000.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0136;전통복 나린 (5일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;(모든방어력%,5);(모든공격력%,5);(allstat+,25);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;432000.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0137;(외형) 적룡 코스튬;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0138;(외형) 블레이즈 코스튬;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0139;태극 망토 (3일);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st4;ck;1.000000;1.000000;(최대HP+,500);(모든극대력+,100);(allstat+,15);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;259200.000000;1.000000;0.000000;0.000000;*
tt_1_0_0014;1단계 PVP 특수 칭호;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st6;ck;1.000000;1.000000;(치명타피해감소+,210);(PK공격력%,2);(PK방어력%,2);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;1.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
tt_1_0_0015;2단계 PVP 특수 칭호;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st6;ck;1.000000;1.000000;(치명타피해감소+,260);(PK공격력%,3);(PK방어력%,3);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;1.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
tt_1_0_0016;3단계 PVP 특수 칭호;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st6;ck;1.000000;1.000000;(치명타피해감소+,330);(PK공격력%,4);(PK방어력%,5);(이동속도%,2);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;1.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
tt_1_0_0017;4단계 PVP 특수 칭호;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st6;ck;1.000000;1.000000;(치명타피해감소+,400);(PK공격력%,5);(PK방어력%,7);(이동속도%,3);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;1.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
tt_1_0_0018;5단계 PVP 특수 칭호;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;5.000000;st6;ck;1.000000;1.000000;(치명타피해감소+,500);(PK공격력%,7);(PK방어력%,10);(이동속도%,4);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;1.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0140;(외형) 예복;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;1.000000;st1;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;0.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0141;명예의 휘장;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st5;ck;1.000000;1.000000;(pk공격력%,20);(pk방어력%,20);(출혈방어율,5);(치명타피해감소+,500);0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;0.000000;*;172800.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0142;소악마 코스튬 (거점전 업적);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0143;소악마의 뿔 (거점전 업적);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st5;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0144;소악마의 꼬리 (거점전 업적);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st4;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0145;어깨 펫 라하브 (7일/거점전 기간 업적);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;3.000000;st4;ck;1.000000;1.000000;(최대HP%,10);(모든방어력%,10);(치명타피해감소+,500);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;604800.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0146;어깨 펫 토르카이(1일/거점전 기간 업적);0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;2.000000;st2;ck;1.000000;1.000000;(pk공격력%,7);(pk방어력%,7);(이동속도%,5);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;86400.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0147;(외형) 아라비안 코스튬;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st8;ck;1.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
EV_ST_CM_0148;아라비안 무기 코스튬;0.000000;1.000000;0.000000;1.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;4.000000;st3;ck;1.000000;1.000000;(pk공격력%,10);(모든극대력+,1000);(치명타피해감소+,1000);*;0.000000;0.000000;0.000000;*;W;N;N;0.000000;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;1.000000;Auction_303;1.000000;*;0.000000;1.000000;0.000000;0.000000;*
