no;t_id;t_이름;t_비고;t_프로필사진;t_model;model1;bulletspd;tranceforce;shaketime;shakex;shakey;shakez;t_iconb;t_icons;t_등장fx;t_탑승fx;t_하차fx;t_selffx;t_selffx1;t_selffx2;t_hitfx;t_dmgfx;t_cdmgfx;t_활강날개fx;2nd_pick_range;t_안장코드;t_기본 장착 안장;t_bridlefx;t_mststyle;t_psnstyle;모델타입;일반애니스피드_리액션제외;이동애니스피드;공격애니스피드;buffsize;marksize;heightoffset;defaultheight;t_로비위치;비행idle사용여부;로비애니속도;t_활강사운드;waterdummy;fx발생레벨조건1;t_조건fx1;fx발생레벨조건2;t_조건fx2;fx발생레벨조건3;t_조건fx3;사이즈변경레벨1;사이즈변경1;사이즈변경레벨2;사이즈변경2;사이즈변경레벨3;사이즈변경3;invisible;충돌실린더반지름;충돌실린더높이;cyloffset;nocombatbind
1026.000000;F_f07_ATagr01_0002;타그리스;물리;DragTagrisBDC1_Pet.png;DragTagrisBDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000443_P;Icon_500000442_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_F07.FeSelf_00_D_Le_03;*;*;FeTagris_Proj_00;DragCaras_DMG_01.DMG_DC_CM_NO_00;DragCaras_DMG_01.DMG_DC_CM_NO_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;3.000000;0.000000;0.000000
1027.000000;F_P02_Karon_0001;카론;아케론 2;DragTagrisCDC.png;DragTagrisCDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000444;Icon_500000444;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_P02.FeSelf_00_D_Le_00;*;*;FeTagris_Proj_00;DragCaras_DMG_01.DMG_DC_CM_NO_00;DragCaras_DMG_01.DMG_DC_CM_NO_00;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;2.800000;0.000000;0.000000;p3;1.000000;0.500000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;3.000000;0.000000;0.000000
1028.000000;F_P02_Karon_0002;카론;아케론 2;DragTagrisCDC_Pet.png;DragTagrisCDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000444_P;Icon_500000444_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_P02.FeSelf_00_D_Le_00;*;*;FeTagris_Proj_00;DragCaras_DMG_01.DMG_DC_CM_NO_00;DragCaras_DMG_01.DMG_DC_CM_NO_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;3.000000;0.000000;0.000000
1029.000000;F_JAP_Brindle_0001;호랑무늬 앵무(정예);일본 캐쉬;BrindleDC.png;BrindleDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000075;Icon_500000075;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.600000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_speeding_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1030.000000;F_JAP_Brindle_0002;호랑무늬 앵무(정예);일본 캐쉬;BrindleDC_Pet.png;BrindleDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000075_P;Icon_500000075_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.700000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/fellow/DragAsterDC:fly_fast03_flyLoop_cast;1.019000;0.000000;*;1.000000;*;1.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1031.000000;F_JAP_Brindle_0003;호랑무늬 앵무(영웅);일본 캐쉬;BrindleHeDC.png;BrindleHeDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000445;Icon_500000445;CM_COM_01.BoardDown_Co_R_No_02;*;*;CM_COM_01.FeSelf_00_CO_D_FI_01;*;*;*;*;*;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.900000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_speeding_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1032.000000;F_JAP_Brindle_0004;호랑무늬 앵무(영웅);일본 캐쉬;BrindleHeDC_Pet.png;BrindleHeDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000445_P;Icon_500000445_P;CM_COM_01.BoardDown_Co_R_No_05;*;*;CM_COM_01.FeSelf_00_CO_D_FI_01;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.800000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/fellow/DragAsterDC:fly_fast05_flyLoop_cast;1.019000;0.000000;*;1.000000;*;1.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1033.000000;F_JAP_Elqfairy_0001;요정 여왕 엘퀴네스;펫 용 몬스터(일본 판매);ElquFairyB2_Pet.png;ElquFairyB2.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000186_P;Icon_500000186_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;TreeFairy_Hit_03.Elquiness_00_CO_D_LI_01;*;*;TreeFairy_Hit_03;CM_COM_01.DMG_LD_CM_LI_00;CM_COM_01.CDMG_LD_CM_LI_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.300000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;1.000000
1034.000000;F_JAP_Rynorex_0001;간수장 렉스;펫 용 몬스터(일본 판매);RynoRexDC_Pet.png;RynoRexDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000187_P;Icon_500000187_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;Rhino_Hit_01.Rex01_CO_D_NO_01;*;*;Rex_Hit_01;Rhino_DMG_01.DMG_H1_CM_FI_00;Rhino_DMG_01.CDMG_H1_CM_FI_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;1.000000
1035.000000;F_JAP_Bragie_0001;브라기 족장;펫 용 몬스터(일본 판매);BragChiefH1_Pet.png;BragChiefH1.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000188_P;Icon_500000188_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;CM_COM_01.DMG_SD_CM_NO_00;CM_COM_01.CDMG_SD_CM_NO_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;1.000000
1036.000000;F_JAP_ghost_0001;고대 유적지 관리자;펫 용 몬스터(일본 판매);GhosShrinM1_Pet.png;GhosShrinM1.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000189_P;Icon_500000189_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;Ghost_Hit_01;CM_COM_01.DMG_LD_CM_DA_00;CM_COM_01.CDMG_LD_CM_DA_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;1.000000
1037.000000;F_C00_Heli_002;라이쿠 라이더;;CSAirBike_Pet.png;CSAirBike.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000438_P;Icon_500000438_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_C00.FeSelf_Heli_Self_01;*;*;FeRakrad_Proj_00;feairbike_skl.act_dc_f_no_02;feairbike_skl.act_dc_f_no_02;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.400000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2.000000;3.300000;-2.200000;0.000000
1038.000000;F_E00_Tube01_001;블루 듈리;2015 여름 이벤트;EvDolpTubeADC.png;EvDolpTubeADC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000446;Icon_500000446;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1039.000000;F_E00_Tube01_002;블루 듈리;2015 여름 이벤트;EvDolpTubeADC_Pet.png;EvDolpTubeADC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000446_P;Icon_500000446_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.900000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1040.000000;F_E00_Tube02_001;핑크 듈리;2015 여름 이벤트;EvDolpTubeBDC.png;EvDolpTubeBDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000447;Icon_500000447;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1041.000000;F_E00_Tube02_002;핑크 듈리;2015 여름 이벤트;EvDolpTubeBDC_Pet.png;EvDolpTubeBDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000447_P;Icon_500000447_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.900000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1042.000000;F_E00_Tube03_001;블랙 듈리;2015 여름 이벤트;EvDolpTubeCDC.png;EvDolpTubeCDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000448;Icon_500000448;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1043.000000;F_E00_Tube03_002;블랙 듈리;2015 여름 이벤트;EvDolpTubeCDC_Pet.png;EvDolpTubeCDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000448_P;Icon_500000448_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.900000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1044.000000;F_C00_MelRab01_001;라비니 수바기;2015 여름 상자;RabEv1S1_Pet.png;RabEv1S1.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000449_P;Icon_500000449_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;FeSnow_DMG_00.DMG_DC_CM_00;FeSnow_DMG_00.DMG_DC_CM_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.000000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;1.000000
1045.000000;F_C00_MelRab02_001;라비니 수바기(거래불가);2015 여름 상자;RabEv1S1_Pet.png;RabEv1S1.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000449_P;Icon_500000449_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;FeSnow_DMG_00.DMG_DC_CM_00;FeSnow_DMG_00.DMG_DC_CM_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.000000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;1.000000
1046.000000;F_C00_Rondo_001;론도 (일본);영주의 행운박스(일본 판매);RondLight00_Pet.png;RondLightD1.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000256_P;Icon_500000256_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;CM_COM_01.CDMG_SD_CM_IC_00;CM_COM_01.CDMG_SD_CM_IC_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.700000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;1.000000
1047.000000;F_C00_Carl0_001;카를레앙 (일본);영주의 행운박스(일본 판매);Carl1_Pet.png;VampDacarDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000313_P;Icon_500000313_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;CM_COM_01.CDMG_SD_CM_IC_00;CM_COM_01.CDMG_SD_CM_IC_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.600000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1048.000000;F_C00_Santin_001;산틴  (일본);영주의 행운박스(일본 판매);SnomSantiDC_Pet.png;SnomSantiDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000236_P;Icon_500000236_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;CM_COM_01.CDMG_SD_CM_IC_00;CM_COM_01.CDMG_SD_CM_IC_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.500000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1049.000000;F_C00_Jepeto_001;제페토 (일본);영주의 행운박스(일본 판매);FanaDevcoM1_Pet.png;FanaDevcoM1.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000239_P;Icon_500000239_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;IceRuin_Hit_01;CM_COM_01.CDMG_SD_CM_IC_00;CM_COM_01.CDMG_SD_CM_IC_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.800000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;1.000000
1050.000000;F_C00_Guste_001;구스트 (일본);영주의 행운박스(일본 판매);VampGustD1_Pet.png;VampGustD1.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000205_P;Icon_500000205_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;*;*;*;*;CM_COM_01.DMG_SD_CM_DA_00;CM_COM_01.CDMG_SD_CM_DA_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.700000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;1.000000
1051.000000;F_C00_SilvDra_0001;은빛 라이쿠;캐쉬 판매용;LittleDragonSDC.png;LittleDragonSDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000450;Icon_500000450;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_C00.FeSelf_SvRaiku;*;*;FeLittleDra_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1052.000000;F_C00_SilvDra_0002;은빛 라이쿠;캐쉬 판매용;LittleDragonSDC_Pet.png;LittleDragonSDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000450_P;Icon_500000450_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_C00.FeSelf_SvRaiku;*;*;FeLittleDra_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.600000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1053.000000;F_C00_CSDevy_001;바캉스 데비;캐쉬 판매용;HumaDevyBH1_Pet.png;HumaDevyBH1.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000452_P;Icon_500000452_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_F05.FeSelf_00_D_CS_03;*;*;*;*;*;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.000000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;1.000000
1054.000000;F_E00_RngDDra_0001;다크 라이쿠;레인저 사전 프로모션 이벤트용;LittleDragonKDC.png;LittleDragonKDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000451;Icon_500000451;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_C00.FeSelf_DarkRaiku;*;*;FeLittleDra_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1055.000000;F_E00_RngDDra_0002;다크 라이쿠;레인저 사전 프로모션 이벤트용;LittleDragonKDC_Pet.png;LittleDragonKDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000451_P;Icon_500000451_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_C00.FeSelf_DarkRaiku;*;*;FeLittleDra_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.600000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1056.000000;F_E00_JpnSDra_0001;실버 라이쿠(일본);멸공 업데이트 이벤트;LittleDragonSDC.png;LittleDragonSDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000450;Icon_500000450;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_C00.FeSelf_SvRaiku;*;*;FeLittleDra_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;CM_COM_01.TrainNom_Co_R_No_00;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;1.700000;0.000000;0.000000;p1;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
1057.000000;F_E00_JpnSDra_0002;실버 라이쿠(일본);멸공 업데이트 이벤트;LittleDragonSDC_Pet.png;LittleDragonSDC.cdf;0.000000;0.000000;40.000000;0.120000;0.050000;0.060000;0.030000;Icon_500000450_P;Icon_500000450_P;CM_COM_01.BoardDown_Co_R_No_02;*;*;com_fellow_C00.FeSelf_SvRaiku;*;*;FeLittleDra_Hit_01;asteras_dmg_01.dmg_dc_cm_no_00;Asteras_DMG_01.CDMG_Dc_CM_NO_00;*;20.000000;*;*;*;*;*;1.000000;-1.000000;-1.000000;-1.000000;1.000000;0.600000;0.000000;0.000000;p4;0.000000;1.000000;Sounds/NED_FMOD:npc/footstep:fellow_downhill_loop_cast;1.019000;0.000000;*;0.000000;*;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.600000;1.500000;0.000000;0.000000
