t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_랜덤적용클래스;t_사용가능성별;등급;t_장신구타입;내구도;매입가;처분가;물리_최소공격력;물리_최대공격력;마법_방어력;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;t_가변 항목;가변 항목 최소;가변 항목 최대;강화제한;t_강화확률;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;t_스킬효과;드랍시레벨검사무시;사용기간;t_gradeupcodekey;t_gradeupresult;t_분해아이디;t_추출아이디;봉인석중복장착여부;봉인된펠로우장착슬롯수;봉인된펠로우장착슬롯수_최소;봉인된펠로우장착슬롯수_최대;useleveloption;levelweight;overrisemax;t_overriseid;t_overriseid2;t_overriseid3;contentslevel;통합채널사용불가;리버스강화제한;lvup;itemexp;t_overrisematid1;t_overrisematid2;t_화폐설정id
AC0_0_30032_TE_01;브라기의 권능 (물치/마치);0.000000;1.000000;0.000000;8.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;1181.000000;119.000000;0.000000;0.000000;11.000000;(무기극대력+,1000);(마법극대력+,1000);*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;2.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0272;AC0_EV_4_0_0270;Elite_0001_ri;ac_2_1;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_30032_TE_02;브라기의 권능 (시전속도);0.000000;1.000000;0.000000;8.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;1181.000000;119.000000;0.000000;0.000000;11.000000;(캐스팅속도%,-99);*;*;*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;2.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0273;AC0_EV_4_0_0271;Elite_0001_ri;ac_2_1;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_22501_qu;왕국 기사의 목걸이;0.000000;25.000000;0.000000;40.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;14083.000000;1409.000000;0.000000;0.000000;83.000000;(최대HP+,315);(allstat+,15);(이동속도%,5);*;0.000000;3.000000;3.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0274;AC0_EV_4_0_0272;Hero_0025_ne;ac_3_25;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;25.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_90128;공역 수호자의 목걸이;0.000000;35.000000;0.000000;64.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ne;30.000000;114403.000000;11440.000000;0.000000;0.000000;252.000000;(PK육체계저항율+,10);(allstat+,24);(쿨타임%,-9);*;1.000000;2.000000;2.000000;3000,4000,2750,250;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0275;AC0_EV_4_0_0273;Legend_0035_ne;ac_4_35;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4.000000;CO_OR_CA_3501;*;*;35.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC0_0_90133;공역 수호자의 검은 반지;0.000000;34.000000;0.000000;63.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;80751.000000;8075.000000;0.000000;0.000000;62.000000;(PK육체계저항율+,6);(allstat+,22);(최대hp+,970);*;1.000000;2.000000;2.000000;3000,4000,2750,250;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0276;AC0_EV_4_0_0274;Legend_0035_ri;ac_4_34;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4.000000;CO_OR_CA_3501;*;*;34.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC0_0_90134;공역 수호자의 푸른 반지;0.000000;34.000000;0.000000;63.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;80751.000000;8075.000000;0.000000;0.000000;62.000000;(PK육체계저항율+,6);(allstat+,17);(최대hp+,1040);*;1.000000;2.000000;2.000000;3000,4000,2750,250;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0277;AC0_EV_4_0_0275;Legend_0035_ri;ac_4_34;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4.000000;CO_OR_CA_3501;*;*;34.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
BX_AC1_1_90000;공역의 투혼 목걸이;0.000000;40.000000;0.000000;62.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ne;30.000000;58316.332031;5831.666504;0.000000;0.000000;242.000000;(allstat+,20);(쿨타임%,-3);(이동속도%,7);*;1.000000;2.000000;2.000000;3000,4000,2750,250;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;*;*;0.000000;0.000000;GU_Test_3_0278;AC0_EV_4_0_0276;Legend_0040_ne;ac_4_40;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4.000000;CO_OR_CA_0001;*;*;40.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
BX_AC0_1_90040;공역의 투혼 반지;0.000000;40.000000;0.000000;61.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;41490.332031;4149.166504;0.000000;0.000000;116.000000;(allstat+,11);(최대hp+,280);(이동속도%,5);*;1.000000;2.000000;2.000000;3000,4000,2750,250;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;*;*;0.000000;0.000000;GU_Test_3_0279;AC0_EV_4_0_0277;Legend_0040_ri;ac_4_40;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4.000000;CO_OR_CA_0001;*;*;40.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
BX_AC0_1_90041;공역의 투지 반지;0.000000;40.000000;0.000000;61.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;4.000000;ri;30.000000;24664.333984;2466.666748;0.000000;0.000000;116.000000;(allstat+,9);(최대hp+,200);(이동속도%,4);*;1.000000;2.000000;2.000000;3000,4000,2750,250;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;*;*;0.000000;0.000000;GU_Test_3_0280;AC0_EV_4_0_0278;Legend_0040_ri;ac_4_40;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4.000000;CO_OR_CA_0001;*;*;40.000000;0.000000;0.000000;30.000000;3150.000000;*;*;*
AC0_1_23502;축복받은 선도자 목걸이;0.000000;40.000000;0.000000;63.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;41421.000000;4143.000000;0.000000;0.000000;384.000000;(최대HP+,488);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0281;AC0_EV_4_0_0279;Hero_0040_ne;ac_3_40;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_24002;축복받은 선도자 반지I;0.000000;40.000000;0.000000;63.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;49268.000000;4927.000000;0.000000;0.000000;192.000000;(최대HP+,488);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0282;AC0_EV_4_0_0280;Hero_0040_ri;ac_3_40;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_24003;축복받은 선도자 반지II;0.000000;39.000000;0.000000;62.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;49268.000000;4927.000000;0.000000;0.000000;189.000000;(최대HP+,480);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0283;AC0_EV_4_0_0281;Hero_0035_ri;ac_3_39;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;39.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_45001;알세크 경비대의 강인한 목걸이;0.000000;41.000000;0.000000;58.000000;GD_WR_TF;GD;*;3.000000;ne;30.000000;353.000000;36.000000;0.000000;0.000000;238.000000;(최대HP+,450);(쿨타임%,-2);(모든공격력+,66);*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0284;AC0_EV_4_0_0282;Hero_0040_ne;ac_3_41;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;41.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_45002;알세크 경비대의 지혜로운 목걸이;0.000000;41.000000;0.000000;58.000000;WZ_PR_AC_DO_MG;WZ;*;3.000000;ne;30.000000;353.000000;36.000000;0.000000;0.000000;238.000000;(최대HP+,158);(쿨타임%,-2);(모든공격력+,66);*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0285;AC0_EV_4_0_0283;Hero_0040_ne;ac_3_41;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;41.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_45001;알세크 경비대의 강인한 반지;0.000000;40.000000;0.000000;57.000000;GD_WR_TF;GD;*;3.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;116.000000;(최대HP+,443);(최대HP%,2);(모든방어력+,34);*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0286;AC0_EV_4_0_0284;Hero_0040_ri;ac_3_40;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_45002;알세크 경비대의 지혜로운 반지;0.000000;40.000000;0.000000;57.000000;WZ_PR_AC_DO_MG;WZ;*;3.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;116.000000;(최대HP+,155);(최대HP%,2);(모든방어력+,34);*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0287;AC0_EV_4_0_0285;Hero_0040_ri;ac_3_40;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;40.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_45003;모하바 용병단의 목걸이;0.000000;43.000000;0.000000;55.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;51034.000000;5104.000000;0.000000;0.000000;228.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0288;AC0_EV_4_0_0286;Elite_0040_ne;ac_2_43;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;43.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_45003;모하바 용병단의 반지;0.000000;42.000000;0.000000;54.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;36024.000000;3603.000000;0.000000;0.000000;112.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0289;AC0_EV_4_0_0287;Elite_0040_ri;ac_2_42;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;42.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_45004;카브임 교단의 목걸이;0.000000;45.000000;0.000000;68.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;49268.000000;4927.000000;0.000000;0.000000;274.000000;(최대HP+,525);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0290;AC0_EV_4_0_0288;Hero_0045_ne;ac_3_45;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;45.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_45004;카브임 교단의 반지;0.000000;44.000000;0.000000;67.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;41421.000000;4143.000000;0.000000;0.000000;134.000000;(최대HP+,518);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0291;AC0_EV_4_0_0289;Hero_0040_ri;ac_3_44;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;44.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_50001;은둔자의 강인한 목걸이;0.000000;46.000000;0.000000;67.000000;GD_WR_TF;GD;*;3.000000;ne;30.000000;353.000000;36.000000;0.000000;0.000000;268.000000;(최대HP+,518);(쿨타임%,-3);(모든공격력+,71);*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0292;AC0_EV_4_0_0290;Hero_0045_ne;ac_3_46;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;46.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_50002;은둔자의 지혜로운 목걸이;0.000000;46.000000;0.000000;67.000000;WZ_PR_AC_DO_MG;WZ;*;3.000000;ne;30.000000;353.000000;36.000000;0.000000;0.000000;268.000000;(최대HP+,180);(쿨타임%,-3);(모든공격력+,71);*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0293;AC0_EV_4_0_0291;Hero_0045_ne;ac_3_46;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;46.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_50001;은둔자의 강인한 반지;0.000000;45.000000;0.000000;66.000000;GD_WR_TF;GD;*;3.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;132.000000;(최대HP+,510);(최대HP%,3);(모든방어력+,37);*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0294;AC0_EV_4_0_0292;Hero_0045_ri;ac_3_45;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;45.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_50002;은둔자의 지혜로운 반지;0.000000;45.000000;0.000000;66.000000;WZ_PR_AC_DO_MG;WZ;*;3.000000;ri;30.000000;353.000000;36.000000;0.000000;0.000000;132.000000;(최대HP+,178);(최대HP%,3);(모든방어력+,37);*;0.000000;2.000000;2.000000;5000,3000,1000,1000;*;0.000000;0.000000;0.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0295;AC0_EV_4_0_0293;Hero_0045_ri;ac_3_45;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;45.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_50003;사막 브리기의 목걸이;0.000000;48.000000;0.000000;60.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ne;30.000000;51034.000000;5104.000000;0.000000;0.000000;246.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0296;AC0_EV_4_0_0294;Elite_0045_ne;ac_2_48;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;48.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_0_50003;사막 브리기의 반지;0.000000;47.000000;0.000000;59.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;2.000000;ri;30.000000;36024.000000;3603.000000;0.000000;0.000000;120.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0297;AC0_EV_4_0_0295;Elite_0045_ri;ac_2_47;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;47.000000;0.000000;0.000000;30.000000;210.000000;*;*;*
AC0_1_50004;암흑 군단장의 목걸이;0.000000;50.000000;0.000000;71.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;49268.000000;4927.000000;0.000000;0.000000;278.000000;(최대HP+,548);(쿨타임%,-9);*;*;1.000000;1.000000;1.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0298;AC0_EV_4_0_0296;Hero_0050_ne;ac_3_50;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;50.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_50004;암흑 군단장의 반지;0.000000;49.000000;0.000000;71.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;41421.000000;4143.000000;0.000000;0.000000;140.000000;(최대HP+,548);(allstat+,30);*;*;1.000000;1.000000;1.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;1.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0299;AC0_EV_4_0_0297;Hero_0045_ri;ac_3_49;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;49.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
pvpAC0_1_4564;하급 학살자의 목걸이;0.000000;45.000000;0.000000;66.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;130547.000000;13055.000000;0.000000;0.000000;268.000000;(PK육체계저항율+,18);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0300;AC0_EV_4_0_0298;pvp_4564_ac;ac_3_45;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;45.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
pvpAC0_0_4564;하급 학살자의 반지 I;0.000000;45.000000;0.000000;66.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;134.000000;(PK육체계저항율+,10);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0301;AC0_EV_4_0_0299;pvp_4564_ac;ac_3_45;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;45.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
pvpAC0_2_4564;하급 학살자의 반지 II;0.000000;45.000000;0.000000;66.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;92151.000000;9216.000000;0.000000;0.000000;134.000000;(PK육체계저항율+,10);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0302;AC0_EV_4_0_0300;pvp_4564_ac;ac_3_45;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;45.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
pvpAC0_1_5069;중급 학살자의 목걸이;0.000000;50.000000;0.000000;71.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;221929.000000;22192.000000;0.000000;0.000000;286.000000;(PK육체계저항율+,20);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0303;AC0_EV_4_0_0301;pvp_5069_ac;ac_3_50;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4.000000;CO_OR_BT_0001;*;*;50.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
pvpAC0_0_5069;중급 학살자의 반지 I;0.000000;50.000000;0.000000;71.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;156656.000000;15665.000000;0.000000;0.000000;142.000000;(PK육체계저항율+,11);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0304;AC0_EV_4_0_0302;pvp_5069_ac;ac_3_50;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4.000000;CO_OR_BT_0001;*;*;50.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
pvpAC0_2_5069;중급 학살자의 반지 II;0.000000;50.000000;0.000000;71.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;156656.000000;15665.000000;0.000000;0.000000;142.000000;(PK육체계저항율+,11);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0305;AC0_EV_4_0_0303;pvp_5069_ac;ac_3_50;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4.000000;CO_OR_BT_0001;*;*;50.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_45004_CR;빛나는 에메랄드 목걸이;0.000000;45.000000;0.000000;66.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;49268.000000;4927.000000;0.000000;0.000000;268.000000;(최대HP+,518);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0306;AC0_EV_4_0_0304;Hero_0045_ne;ac_3_45;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;45.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_45004_CR;빛나는 에메랄드 반지;0.000000;44.000000;0.000000;65.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;41421.000000;4143.000000;0.000000;0.000000;132.000000;(최대HP+,510);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0307;AC0_EV_4_0_0305;Hero_0040_ri;ac_3_44;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;44.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_1_50004_CR;빛나는 정교한 에메랄드 목걸이;0.000000;50.000000;0.000000;71.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ne;30.000000;51034.000000;5104.000000;0.000000;0.000000;286.000000;(최대HP+,555);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_301;*;0.000000;0.000000;GU_Test_3_0308;AC0_EV_4_0_0306;Hero_0050_ne;ac_3_50;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;50.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
AC0_0_50004_CR;빛나는 정교한 에메랄드 반지;0.000000;49.000000;0.000000;70.000000;GD_WR_TF_AC_WZ_PR_DO_MG;*;*;3.000000;ri;30.000000;36024.000000;3603.000000;0.000000;0.000000;140.000000;(최대HP+,548);*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;0.000000;*;0.000000;Auction_302;*;0.000000;0.000000;GU_Test_3_0309;AC0_EV_4_0_0307;Hero_0045_ri;ac_3_49;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;*;*;*;49.000000;0.000000;0.000000;30.000000;1680.000000;*;*;*
