t_key,t_korean,t_jpn,t_chinese,t_enu,t_f6,t_f7
^hk_fairy_main_4_0_complete_text^,^Thank your for taking the trouble to come all the way to this desert.^,^^,^^,^^,^^,^^
^hk_fairy_main_4_1_title^,^Golden Peak Research^,^^,^^,^^,^^,^^
^hk_fairy_main_4_1_RewarderDesc^,^Potzdel^,^^,^^,^^,^^,^^
^hk_fairy_main_4_1_request_text^,^I know it was a long way, but can I ask you to go to the Golden Peak?<br>One of the researchers there has encountered something very weird.<br>His name is Potzdel.<br><br>Go to him, he will tell you more about this situation.^,^^,^^,^^,^^,^^
^hk_fairy_main_4_1_complete_text^,^Oh! Thank you for coming, adventurer.<br><br>I have something to tell you, but please listen to the end. Even if it sounds crazy.^,^^,^^,^^,^^,^^
^hk_fairy_main_4_2_title^,^Bizzare Slavery^,^^,^^,^^,^^,^^
^hk_fairy_main_4_2_RewarderDesc^,^Potzdel^,^^,^^,^^,^^,^^
^hk_fairy_main_4_2_request_text^,^This is so bizarre, I tell you.<br><br>Okay, listen.<br>For some unknown reason the giant bat Shakiba tHat is living in this area, has enslaved all the fairies to work for him.<br>We have to see why this happened. Please check on the fairies in this area.^,^^,^^,^^,^^,^^
^hk_fairy_main_4_2_complete_text^,^Okay I think we have enough infos on this. <br>It's time to take care of the cause for this.^,^^,^^,^^,^^,^^
^hk_fairy_main_4_3_title^,^An End To The Slavery^,^^,^^,^^,^^,^^
^hk_fairy_main_4_3_RewarderDesc^,^Potzdel^,^^,^^,^^,^^,^^
^hk_fairy_main_4_3_request_text^,^Please kill Shakiba the giant gold bat to free the fairies of this area.<br>He is usually flying around his nest which is in the cave in the middle of this area.<br>According to our research he flies around 300 – 320 meter high.^,^^,^^,^^,^^,^^
^hk_fairy_main_4_3_complete_text^,^Great! You did it! Now the fairies can go back to their original life in the woods.<br><br>And one of them brought me this weird fragment.<br>Do you know wHat it is? Eitherway you should keep it. I'm sure you can use it better than me.^,^^,^^,^^,^^,^^
^hk_fairy_main_5_0_title^,^To The Forest Of Fairies^,^^,^^,^^,^^,^^
^hk_fairy_main_5_0_RewarderDesc^,^Truth Seer^,^^,^^,^^,^^,^^
^hk_fairy_main_5_0_request_text^,^Oh! One last thing.<br><br>One of the faries told me about their home. The Brakarr Forest.<br>You should go there and meet one of their friends.<br>Maybe he knows something tHat is of interest for you.^,^^,^^,^^,^^,^^
^hk_fairy_main_5_0_complete_text^,^Hello there. But who are you?<br>Oh? One of the fairies tHat used to live here sent you to me?<br><br>Hmm.... Yes, there is actually someting I want you to check.^,^^,^^,^^,^^,^^
^hk_fairy_main_5_1_title^,^A Fairy In Distress^,^^,^^,^^,^^,^^
^hk_fairy_main_5_1_RewarderDesc^,^Chiki^,^^,^^,^^,^^,^^
^hk_fairy_main_5_1_request_text^,^Please go and see Chiki the fairy.<br>She is living next to the big Magic tree of this region in the North-East.<br><br>The last time I talked to her, she seemed a bit nervous...I want you to see if you can help her.^,^^,^^,^^,^^,^^
^hk_fairy_main_5_1_complete_text^,^Are you a friend of the Truth Seer?<br><br>Please help me, our queen is not taking take of us anymore.^,^^,^^,^^,^^,^^
^hk_fairy_main_5_2_title^,^A Sick Forest^,^^,^^,^^,^^,^^
^hk_fairy_main_5_2_RewarderDesc^,^Chiki^,^^,^^,^^,^^,^^
^hk_fairy_main_5_2_request_text^,^N-Not good!<br><br>The trees here started to look very sick. And it makes the local fairies very angry, so they wont event let us get close to treat them! Not good!<br><br>Please help and do something about the fairies and the sick trees!^,^^,^^,^^,^^,^^
^hk_fairy_main_5_2_complete_text^,^Thank you! This should improve the situation a bit, and slow down the illness of the trees.<br><br>But there is still another problem...^,^^,^^,^^,^^,^^
^hk_fairy_main_5_3_title^,^Not All THat Glitters Is Magic^,^^,^^,^^,^^,^^
^hk_fairy_main_5_3_RewarderDesc^,^Chiki^,^^,^^,^^,^^,^^
^hk_fairy_main_5_3_request_text^,^Do you remember the other problem I mentioned?<br><br>It's Elquines – the fairy queen.<br>She is not taking care of this forest as she used to.<br>We need to show her wHat is happening.<br><br>Can you go and try to wake her up again?^,^^,^^,^^,^^,^^
^hk_fairy_main_5_3_complete_text^,^Did you bRing her back to her senses ?<br><br>I hope you weren't too rough! But it seems the trees are getting better already thanks to her magic! Thank you so much!<br><br>Oh and she asked me to give you this. She said you will need it.^,^^,^^,^^,^^,^^
^hk_fairy_main_6_0_title^,^And Old Friend^,^^,^^,^^,^^,^^
^hk_fairy_main_6_0_RewarderDesc^,^Old Eldrassil^,^^,^^,^^,^^,^^
^hk_fairy_main_6_0_request_text^,^Since everything is solved here now, we can live in peace again!<br>But I heard Old Eldrassil's voice in my head. He is calling for help in Ellora's Sanctuary!<br>Please hurry and help him!^,^^,^^,^^,^^,^^
^hk_fairy_main_6_0_complete_text^,^Chiki has sent you to me?<br>Ho-ho, wHat a reliable fairy she is.<br><br>You see adventurer, I have watched you solving all the issues with the fairies around the continent.<br>But there is one more group tHat makes trouble...^,^^,^^,^^,^^,^^
^hk_fairy_main_6_1_title^,^A Scout In Danger^,^^,^^,^^,^^,^^
^hk_fairy_main_6_1_RewarderDesc^,^Retio^,^^,^^,^^,^^,^^
^hk_fairy_main_6_1_request_text^,^I saw tHat an Elven Scout named Retio seems to have problems with the fairies in the North of this Region.<br>Please go and help him out of his misery.^,^^,^^,^^,^^,^^
^hk_fairy_main_6_1_complete_text^,^H-Help me! These fairies are crazy!^,^^,^^,^^,^^,^^
^hk_fairy_main_6_2_title^,^Wild Fairies Of The North^,^^,^^,^^,^^,^^
^hk_fairy_main_6_2_RewarderDesc^,^Retio^,^^,^^,^^,^^,^^
^hk_fairy_main_6_2_request_text^,^These fairies are completely out of controll!<br>We need to reduce their numbers drastically for some time or things will go out of controll soon.<br><br>Please help me with this.^,^^,^^,^^,^^,^^
^hk_fairy_main_6_2_complete_text^,^Okay...Phew!<br>This was exhausting. I really appreciate your help...actually I felt a bit scared before you arrived.<br>But now we need to take care of the root of this problem...^,^^,^^,^^,^^,^^
^hk_fairy_main_6_3_title^,^From Frenzy To Friendly^,^^,^^,^^,^^,^^
^hk_fairy_main_6_3_RewarderDesc^,^Retio^,^^,^^,^^,^^,^^
^hk_fairy_main_6_3_request_text^,^Do you see this big fairy there? She seems to be the source of the frenzy.<br><br>We should take care of her...We need to end this.<br>I'll leave it up to you how you do it.<br>Talk to me when you are done, I will keep the other fairies away from you.^,^^,^^,^^,^^,^^
^hk_fairy_main_6_3_complete_text^,^Are you done?<br>Great!<br><br>Thanks to you we have finally sorted this issue.<br><br>Oh also I found this on the ground between the fairies. I can't tell wHat it's used for, but maybe you should take it with you.^,^^,^^,^^,^^,^^
^hk_fairy_main_7_0_title^,^Report To Eldrassil^,^^,^^,^^,^^,^^
^hk_fairy_main_7_0_RewarderDesc^,^Old Eldrassil^,^^,^^,^^,^^,^^
^hk_fairy_main_7_0_request_text^,^You should go back to Old Eldrassil and give him my thanks for sending you over.^,^^,^^,^^,^^,^^
^hk_fairy_main_7_0_complete_text^,^I see you have sorted out all the fairy-problems on this continent!<br>We really appreciate you help in this matter.^,^^,^^,^^,^^,^^
^hk_fairy_main_7_1_title^,^Mysteries Of The South^,^^,^^,^^,^^,^^
^hk_fairy_main_7_1_RewarderDesc^,^Dineh^,^^,^^,^^,^^,^^
^hk_fairy_main_7_1_request_text^,^I have a last request for you.<br>Please go and see the elves in the south of Ellora's Sanctuary at Eleeno Forest.<br>Dineh there might have made some discovery tHat could be interesting for you.^,^^,^^,^^,^^,^^
^hk_fairy_main_7_1_complete_text^,^Ah there you are!<br>I have been waiting for you!<br><br>I talked to Old Eldrassil before and he said he would send someone over to help me with this.^,^^,^^,^^,^^,^^
^hk_fairy_main_7_2_title^,^A New Hint?^,^^,^^,^^,^^,^^
^hk_fairy_main_7_2_RewarderDesc^,^Dineh^,^^,^^,^^,^^,^^
^hk_fairy_main_7_2_request_text^,^We found something interesting in the Ancient Elf Ruins in the Sout-West.<br>But we can't investigate further because of these chaos elves lurking around there.<br>I need you to take care of them so we can proceed with our research.^,^^,^^,^^,^^,^^
^hk_fairy_main_7_2_complete_text^,^You are such a great help!<br><br>We got enough research data from the ancient slates we found.<br>But tHat leaves one last thing to do...^,^^,^^,^^,^^,^^
^hk_fairy_main_7_3_title^,^The Last Magic Fragment^,^^,^^,^^,^^,^^
^hk_fairy_main_7_3_RewarderDesc^,^Gomora^,^^,^^,^^,^^,^^
^hk_fairy_main_7_3_request_text^,^According to these documents you brought us, there is one of the great ancient elves still around.<br>His name is Lenanzar.<br>You need to talk to him...but be careful. He might not be the same because of those chaos elves lurking around his hiding place.^,^^,^^,^^,^^,^^
^hk_fairy_main_7_3_complete_text^,^As I thought...<br>WHat a shame tHat one of the great elves was finally found but yet not himself anymore due to the bad influence of the chaos elves.<br>I will make sure he will rest in peace now.<br>Here take this magic fragment he was holding onto.^,^^,^^,^^,^^,^^
^hk_fairy_main_7_4_title^,^Hidden Path In The Sanctuary^,^^,^^,^^,^^,^^
^hk_fairy_main_7_4_RewarderDesc^,^Surveillant Teburiner^,^^,^^,^^,^^,^^
^hk_fairy_main_7_4_request_text^,^Apparently the fairy chisel you were carrying is now resonating with the magic fragments in your possession.<br>You should take them to one of our specialists near the Ancient Elf Ruins. Maybe he can tell you wHat this means.<br><br>His name is Teburiner.^,^^,^^,^^,^^,^^
^hk_fairy_main_7_4_complete_text^,^Ah yes yes!<br><br> Please show me those fragments.<br>Hmm... I have seen traces of similar magic in this area.<br><br>Just give me a moment...<br>Yes! THat's it! Apparently it is some symbol of an ancient creature? And the chisel opened a new path...!^,^^,^^,^^,^^,^^
^valofe_100day_buff_1_name^,^100 Days Commemorative Rice Cake^,^^,^^,^^,^^,^^
^fetavor00_buff_1_name^,^Mask Protection^,^^,^^,^^,^^,^^
^fetavor01_buff_1_name^,^Assassin Shift^,^^,^^,^^,^^,^^
^fetavor02_buff_1_name^,^Erosion^,^^,^^,^^,^^,^^
^fetavor03_buff_1_name^,^Intimidation^,^^,^^,^^,^^,^^
^fetavor04_buff_1_name^,^Mask Inspritation^,^^,^^,^^,^^,^^
^feharvest00_buff_1_name^,^Have a rich Thanksgiving!^,^^,^^,^^,^^,^^
^feharvest01_buff_1_name^,^Full Moon Blessing^,^^,^^,^^,^^,^^
^feharvest02_buff_1_name^,^Richies Agility^,^^,^^,^^,^^,^^
^feharvest03_buff_1_name^,^Full Moon Protection^,^^,^^,^^,^^,^^
^feharvest04_buff_1_name^,^Harvest Season!^,^^,^^,^^,^^,^^
^feharvest05_buff_1_name^,^Have a happy Thanksgiving!^,^^,^^,^^,^^,^^
^1909songpyeon_buff_1_name^,^Rich Thanksgiving with Rice Cake!^,^^,^^,^^,^^,^^
^fexmas1903_buff_1_name^,^Merry Icarusmas!^,^^,^^,^^,^^,^^
^fexmas1904_buff_1_name^,^Holy Night Blessing^,^^,^^,^^,^^,^^
^fexmas1905_buff_1_name^,^Christmas Gift!^,^^,^^,^^,^^,^^
^newyear20_buff_1_name^,^2023! Best wishes for a Happy New Year!^,^^,^^,^^,^^,^^
^fehamster01_buff_1_name^,^Blessing of 2023^,^^,^^,^^,^^,^^
^fehamster02_buff_1_name^,^A Healthy Year 2023!^,^^,^^,^^,^^,^^
^fehamster03_buff_1_name^,^Good Fortune for 2023!^,^^,^^,^^,^^,^^
^fehamster04_buff_1_name^,^Best Wishes for 2023!^,^^,^^,^^,^^,^^
^fehamster05_buff_1_name^,^Sprinting Towards New Year^,^^,^^,^^,^^,^^
^2002choco_buff_1_name^,^Happy Valentine's Day!^,^^,^^,^^,^^,^^
^feevfrog01_buff_1_name^,^Frog wake up!^,^^,^^,^^,^^,^^
^2003candy_buff_1_name^,^White Day Candy^,^^,^^,^^,^^,^^
^EmpireDaybff2_buff_1_name^,^Enhanced Ica-Day Potion^,^^,^^,^^,^^,^^
^happy_birthday_06_buff_1_name^,^Happy Ⅵrthday!^,^^,^^,^^,^^,^^
^feevskyship01_buff_1_name^,^Eclipse Booster^,^^,^^,^^,^^,^^
^feev6thship01_buff_1_name^,^Lunar Eclipse Power^,^^,^^,^^,^^,^^
^feev6thdog01_buff_1_name^,^Happy 6th Anniversary!^,^^,^^,^^,^^,^^
^feev6thdog02_buff_1_name^,^Sixth' Blessing^,^^,^^,^^,^^,^^
^20236thcake_buff_1_name^,^Congratulations on your 6th anniversary!^,^^,^^,^^,^^,^^
^fewaterdra99_buff_1_name^,^Leviathan's Cold Aura^,^^,^^,^^,^^,^^
^fewaterdra98_buff_1_name^,^Cold-Blooded Scales^,^^,^^,^^,^^,^^
^fewaterdra02_buff_1_name^,^Mirror's Call^,^^,^^,^^,^^,^^
^fewaterdra01_buff_1_name^,^Blue Flame Storm^,^^,^^,^^,^^,^^
^femanticored88_name^,^Ancient Dragon God Spirit^,^^,^^,^^,^^,^^
^itskillyatu01link_name^,^Ancient Rage^,^^,^^,^^,^^,^^
^itskillyatu02link_name^,^Ancient Restoration^,^^,^^,^^,^^,^^
^map_d88_name^,^Dragon God Hideout^,^^,^^,^^,^^,^^
^EV0_001_5_6002_name^,^Zelnaris Rental Sword (1 Day)^,^^,^^,^^,^^,^^
^EV4_002_5_6002_name^,^Zelnaris Rental Dagger (1 Day)^,^^,^^,^^,^^,^^
^EV6_003_5_6002_name^,^Zelnaris Rental Staff (1 Day)^,^^,^^,^^,^^,^^
^EV1_004_5_6002_name^,^Zelnaris Rental GreatSword (1 Day)^,^^,^^,^^,^^,^^
^EV5_005_5_6002_name^,^Zelnaris Rental Scepter (1 Day)^,^^,^^,^^,^^,^^
^EV7_006_5_6002_name^,^Zelnaris Rental Shortbow (1 Day)^,^^,^^,^^,^^,^^
^EV11_S001_0_0061_name^,^Zelnaris Rental Magic Wand (1 Day)^,^^,^^,^^,^^,^^
^EV0_001_5_6003_name^,^Zelnaris Rental Sword (30 Days)^,^^,^^,^^,^^,^^
^EV4_002_5_6003_name^,^Zelnaris Rental Dagger (30 Days)^,^^,^^,^^,^^,^^
^EV6_003_5_6003_name^,^Zelnaris Rental Staff (30 Days)^,^^,^^,^^,^^,^^
^EV1_004_5_6003_name^,^Zelnaris Rental GreatSword (30 Days)^,^^,^^,^^,^^,^^
^EV5_005_5_6003_name^,^Zelnaris Rental Scepter (30 Days)^,^^,^^,^^,^^,^^
^EV7_006_5_6003_name^,^Zelnaris Rental Shortbow (30 Days)^,^^,^^,^^,^^,^^
^EV11_S001_0_0062_name^,^Zelnaris Rental Magic Wand (30 Days)^,^^,^^,^^,^^,^^
^WE0_001_5_7001_name^,^Bloodless Sword^,^^,^^,^^,^^,^^
^WE4_002_5_7001_name^,^Bloodless Dagger^,^^,^^,^^,^^,^^
^WE6_003_5_7001_name^,^Bloodless Staff^,^^,^^,^^,^^,^^
^WE1_004_5_7001_name^,^Bloodless GreatSword^,^^,^^,^^,^^,^^
^WE5_005_5_7001_name^,^Bloodless Scepter^,^^,^^,^^,^^,^^
^WE7_006_5_7001_name^,^Bloodless Shortbow^,^^,^^,^^,^^,^^
^WE9_006_5_7001_name^,^Bloodless Crossbow^,^^,^^,^^,^^,^^
^WE8_007_5_7001_name^,^Bloodless Lance^,^^,^^,^^,^^,^^
^WE11_008_5_7001_name^,^Bloodless Magic Wand^,^^,^^,^^,^^,^^
^SU0_018_6_0001_Name^,^Bloodless Shield^,^^,^^,^^,^^,^^
^SU1_000_6_0001_Name^,^Bloodless Crest^,^^,^^,^^,^^,^^
^SU2_011_6_0001_Name^,^Bloodless Gauntlett^,^^,^^,^^,^^,^^
^SU3_000_6_0001_Name^,^Bloodless Teddy Bear^,^^,^^,^^,^^,^^
^EV_BO_00_0151_Name^,^Refreshment Talisman (14 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0151_Description^,^<R_Y> This talisman can be used for 14 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0152_Name^,^Enjoy Your Summer Vacation (30 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0152_Description^,^<R_Y> This talisman can be used for 30 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0153_Name^,^Blessed With A Rich Family (30 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0153_Description^,^<R_Y> This talisman can be used for 30 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0154_Name^,^Autumn Arrives (30 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0154_Description^,^<R_Y> This talisman can be used for 30 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0155_Name^,^Health is the best! (30 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0155_Description^,^<R_Y> This talisman can be used for 30 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^CA_BO_00_0078_Name^,^Ready for Winter! (14 Days)^,^^,^^,^^,^^,^^
^CA_BO_00_0078_Description^,^<R_Y> This talisman can be used for 14 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0156_Name^,^Merry Icarusmas! (30 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0156_Description^,^<R_Y> This talisman can be used for 30 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0157_Name^,^2023 Special Talisman (30 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0157_Description^,^<R_Y> This talisman can be used for 30 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0158_Name^,^Happy New Year 2023! (30 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0158_Description^,^<R_Y> This talisman can be used for 30 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0159_Name^,^February in Icarus 2023 (30 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0159_Description^,^<R_Y> This talisman can be used for 30 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0160_Name^,^It's March Time! (30 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0161_Name^,^A Piece of Time (29 Hours)^,^^,^^,^^,^^,^^
^EV_BO_00_0160_Description^,^<R_Y> This talisman can be used for 30 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0161_Description^,^<R_Y> This talisman can be used for 29 hours from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0162_Name^,^A Piece of Time (29 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0162_Description^,^<R_Y> This talisman can be used for 29 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^EV_BO_00_0163_Name^,^When SpRing Arrives (30 Days)^,^^,^^,^^,^^,^^
^EV_BO_00_0163_Description^,^<R_Y> This talisman can be used for 30 days from the moment it enters your bag and disappears automatically after the timer expired.<br>Booster items must be carried in your bag to take effect.<br>Talismans of the same type to not stack.</R_Y>^,^^,^^,^^,^^,^^
^gage_open_0018^,^RepaiRing the Portal^,^^,^^,^^,^^,^^
^gage_open_0019^,^Injecting the Flame^,^^,^^,^^,^^,^^
^gage_open_0020^,^Disarming the Bomb^,^^,^^,^^,^^,^^
^gage_open_0021^,^Absorbing the condensed energy^,^^,^^,^^,^^,^^
^gage_e02_0002^,^Collecting^,^^,^^,^^,^^,^^
^action_tooltip_action_0121^,^Repair the Portal^,^^,^^,^^,^^,^^
^action_tooltip_action_0122^,^Inject the Flame^,^^,^^,^^,^^,^^
^action_tooltip_action_0123^,^Disarm the Bomb^,^^,^^,^^,^^,^^
^action_tooltip_action_0124^,^Absorb the condensed energy^,^^,^^,^^,^^,^^
^d11_notice_18^,^Croctus: Those who reject the Red Revolution only deserve death!^,^^,^^,^^,^^,^^
^d11_notice_19^,^You can feel a strong energy in the direction where the barrier has disappeared.^,^^,^^,^^,^^,^^
^d11_notice_20^,^Croctus: You're rushing to your death...^,^^,^^,^^,^^,^^
^d11_notice_21^,^You defeated the Red Revolutionary leader Croctus.^,^^,^^,^^,^^,^^
^d11_notice_22^,^Congratulations! Cleared the Red Revolutionary Base.^,^^,^^,^^,^^,^^
^d11_notice_23^,^Let us begin!! I will show you true fear!!^,^^,^^,^^,^^,^^
^d11_kraktus_005^,^I will kill you all!^,^^,^^,^^,^^,^^
^d11_notice_24^,^Those who show me their back can only expect death!!^,^^,^^,^^,^^,^^
^d11_kraktus_006^,^The moment you think it's over, the revolution starts again^,^^,^^,^^,^^,^^
^d11_notice_25^,^Croctus: You are botheRing me!^,^^,^^,^^,^^,^^
^d11_notice_26^,^Croctus: I need the power trapped in the stone!^,^^,^^,^^,^^,^^
^d11_notice_27^,^Croctus: Come out!! Red Revolutionaries!^,^^,^^,^^,^^,^^
^d11_notice_28^,^Croctus: THat is tremendous power!^,^^,^^,^^,^^,^^
^d11_kraktus_007^,^Destroy the stone!^,^^,^^,^^,^^,^^
^d11_kraktus_008^,^Just....great....Ugh!^,^^,^^,^^,^^,^^
^d11_notice_29^,^Croctus: InterfeRing with me... I will kill you all!^,^^,^^,^^,^^,^^
^d11_notice_30^,^The portal where you entered the altar was destroyed.^,^^,^^,^^,^^,^^
^d88_start_01^,^Break the iron gate and enter!^,^^,^^,^^,^^,^^
^d88_boss_01^,^You defeated Nidaroth.^,^^,^^,^^,^^,^^
^d88_boss_02^,^You defeated Folcierra.^,^^,^^,^^,^^,^^
^d88_notice_01^,^You can't pass here.^,^^,^^,^^,^^,^^
^d88_notice_02^,^You can't pass here.^,^^,^^,^^,^^,^^
^d88_notice_03^,^You can't pass here.^,^^,^^,^^,^^,^^
^d88_notice_04^,^You can't pass here!^,^^,^^,^^,^^,^^
^d88_notice_05^,^You destroyed the giant, cursed Ellora Statue.^,^^,^^,^^,^^,^^
^d88_notice_06^,^Congratulations! You cleared the Dragon Gods Hideout.^,^^,^^,^^,^^,^^
^d88_notice_07^,^It is difficult to enter anymore.^,^^,^^,^^,^^,^^
^d88_boss_03^,^You can go to the next area through one of the doors inside this hall.^,^^,^^,^^,^^,^^
^d88_notice_08^,^Flames start appeaRing at the edge.^,^^,^^,^^,^^,^^
^d88_notice_09^,^The flames are getting stronger.^,^^,^^,^^,^^,^^
^d88_notice_10^,^The flames are getting  even stronger.^,^^,^^,^^,^^,^^
^d88_notice_11^,^The flames can no longer be avoided.^,^^,^^,^^,^^,^^
^d88_quad_001^,^I will burn you all!^,^^,^^,^^,^^,^^
^d88_notice_12^,^The flames disappear.^,^^,^^,^^,^^,^^
^d88_notice_13^,^^,^^,^^,^^,^^,^^
^d88_notice_14^,^^,^^,^^,^^,^^,^^
^d88_notice_15^,^^,^^,^^,^^,^^,^^
^d88_notice_16^,^^,^^,^^,^^,^^,^^
^d88_notice_17^,^^,^^,^^,^^,^^,^^
^d88_notice_18^,^^,^^,^^,^^,^^,^^
^d88_notice_19^,^^,^^,^^,^^,^^,^^
^d88_notice_20^,^^,^^,^^,^^,^^,^^
^d88_notice_21^,^^,^^,^^,^^,^^,^^
^d88_notice_22^,^^,^^,^^,^^,^^,^^
^d88_notice_23^,^BOOM!^,^^,^^,^^,^^,^^
^d88_notice_24^,^Disarm Success^,^^,^^,^^,^^,^^
^ui_dragonhideout_result_title^,^Dragon God Hideout Result^,^^,^^,^^,^^,^^
^ui_infinitetower_out_msg^,^All the party members will be moved out of the dungeon, and the dungeon is reset. Would you like to leave the dungeon?^,^^,^^,^^,^^,^^
^in_d88_pt_01_name^,^Locked Door^,^^,^^,^^,^^,^^
^in_d88_timerbomb_name^,^Arrow Barrage Bomb^,^^,^^,^^,^^,^^
^in_d88_Box_01_name^,^Condensed Magic Energy^,^^,^^,^^,^^,^^
^loading_tip_d88_001^,^When you give up the dungeon or end the game, you are automatically removed from the party.^,^^,^^,^^,^^,^^
^loading_tip_d88_002^,^Upon death, you will receive a resurrection penalty and will resurrect at a nearby location.^,^^,^^,^^,^^,^^
^loading_tip_d88_003^,^The rank you achieve depends on your speed and amount of killed monsters.^,^^,^^,^^,^^,^^
^loading_tip_d88_004^,^There are monsters hiding underground all over the map.^,^^,^^,^^,^^,^^
^loading_tip_d88_005^,^Somewhere in the depths of the dungeon, you can feel the energy of the blue flame.^,^^,^^,^^,^^,^^
^N_d11_Crow_01_Name^,^Wounded Crow^,^^,^^,^^,^^,^^
^N_d11_Crow_01_NameDetail^,^Onyx Order Leader^,^^,^^,^^,^^,^^
^n_d11_portal_05_Name^,^Repaired Portal^,^^,^^,^^,^^,^^
^N_D11_Portal_04_Name^,^Portal Device^,^^,^^,^^,^^,^^
^N_d11_Croctus_01_Name^,^Croctus^,^^,^^,^^,^^,^^
^N_d11_Croctus_01_NameDetail^,^<Last Boss of the Red Revolutionaries>^,^^,^^,^^,^^,^^
^n_d11_portal_06_Name^,^Repaired Portal^,^^,^^,^^,^^,^^
^n_d88_portal_001_Name^,^Door^,^^,^^,^^,^^,^^
^n_d88_portal_002_Name^,^Door^,^^,^^,^^,^^,^^
^n_d88_portal_003_Name^,^Door^,^^,^^,^^,^^,^^
^n_d88_portal_004_Name^,^Door^,^^,^^,^^,^^,^^
^n_d88_portal_005_Name^,^Door^,^^,^^,^^,^^,^^
^n_d88_portal_006_Name^,^Door^,^^,^^,^^,^^,^^
^n_d88_portal_007_Name^,^Dragon Statue Teleporter^,^^,^^,^^,^^,^^
^n_d88_portal_008_Name^,^Dragon Statue Teleporter^,^^,^^,^^,^^,^^
^n_d88_portal_009_Name^,^Dragon Statue Teleporter^,^^,^^,^^,^^,^^
^n_d88_portal_010_Name^,^Dragon Statue Teleporter^,^^,^^,^^,^^,^^
^n_d88_portal_011_Name^,^Burning Door^,^^,^^,^^,^^,^^
^n_d88_portal_012_Name^,^Burning Door^,^^,^^,^^,^^,^^
^n_d88_crow_001_name^,^Crow^,^^,^^,^^,^^,^^
^n_d88_crow_001_namedetail^,^Onyx Order Leader^,^^,^^,^^,^^,^^
^n_d88_portal_013_name^,^Dragon Statue Teleporter^,^^,^^,^^,^^,^^
^n_d88_cutwhale_01_name^,^Damaged Sky Titan^,^^,^^,^^,^^,^^
^n_d88_crow_002_name^,^Crow^,^^,^^,^^,^^,^^
^n_d88_crow_002_namedetail^,^Onyx Order Leader^,^^,^^,^^,^^,^^
^icegodweapon1_name^,^Blue Flame Aura^,^^,^^,^^,^^,^^
